label,content
0,我的工作面试不顺利。我永远找不到工作。
0,如果你遇到了车祸，而车祸的原因是ECR的一个十几岁的男孩，那么相信ECR的所有十几岁男孩都是坏司机就是一个例子：
0,看看像迈克尔·维克和OJ·辛普森这样的人。职业运动员真的没有道德感。
0,青少年太不成熟，太自我陶醉，无法理解任何关于全球问题的事情。
0,我的猫整天睡觉，所以猫一定很懒。
0,“现在的人们只凭情绪投票，而不是用大脑投票。”
0,如今的父母宁愿他们的孩子压抑自己的身份，而不是仅仅做他们自己，即使这不符合规范。
0,读书的人很聪明。
0,“我有一个日本朋友，确实他们都麻木了。”
0,“安妮一定喜欢星巴克，因为所有的女孩都喜欢星巴克。”
0,杰夫正准备为一种新的能量饮料做广告。他访问了当地的一所高中，调查了英语班的学生对饮料的偏好。全班大多数人都说他们更喜欢葡萄口味的饮料，所以杰夫告诉他的上司，葡萄是高中生最喜欢的口味。杰夫在推理上犯了什么错误？
0,纽约没有好餐馆；我在时代广场试了两次，结果很糟糕。
0,“每个人都想成为一名英语老师。”
0,“莎拉喜欢跑步。所有的女孩都喜欢跑步。”
0,“没有人停下来处理……没有人欣赏价值”
0,“我叔叔吃披萨和蛋糕，他很瘦。披萨和糕点不是肥胖的原因。”
0,“一些高个子最近破坏了公园，高个子是不负责任的。”
0,莎拉喜欢穿跑鞋，所有的女孩都喜欢跑步。
0,“我室友说她的哲学课很难，我现在上的哲学课也很难。所有的哲学课都必须很难！”
0,我的父母是民主党人，他们是好人。因此，所有民主人士都必须是好人。
0,“所有穆斯林都是恐怖分子”
0,我知道这部电影会很糟糕；开场白还没结束！
0,“每个喜欢披萨的人都喜欢辣香肠”
0,老师没有生命。“我最好的朋友说她的英语课很难，我现在上的英语课也很难。所有的英语课都必须很难。”
0,“我表姐说她的数学课很难。我现在上的数学课也很难。所有的数学课都必须很难。”
0,所有的棋手都是天才。
0,试图完成马拉松是不可能的，我知道，因为我试过一次。
0,“所有青少年都是不负责任的”
0,“我在UWI上的两门课程都不太有趣。我认为这不是一所好大学。”
0,我的狗今天早上在小路上被臭鼬喷了一身；因此，试车是危险的。
0,我不能相信市长或州长。所有政客都必须是骗子。
0,所有的写作老师都必须很棒，因为洛佩兹女士是。
0,基于外貌、信仰或种族背景对人的不公平判断。
0,店主怀疑你偷窃，要求你掏空口袋。你拿出的第一件东西是一个空的口香糖包装纸，他们立刻大喊：“我就知道！”
0,你有一个朋友声称猫喜欢去窗户边看日落，因为她的猫就是这么做的。
0,杰夫正准备为一种新的能量饮料做广告。他访问了当地的一所高中，调查了英语班的学生对饮料的偏好。全班大多数人都说他们更喜欢葡萄口味的饮料，所以杰夫告诉他的上司，葡萄是高中生最喜欢的口味。杰夫在推理中犯了什么错误？
0,“我不知道今晚如何完成我的几何作业；我可能无法通过这门课，因为我无法完成这一项作业。”
0,我的团队中有两名成员在上完公开演讲课后，变得更加敬业。这证明我们应该为整个公司开设强制性的公共演讲课，以提高员工的敬业度。
0,狮子是猫，猫是好宠物，所以狮子一定是好宠物。
0,我所有的红头发朋友都是好舞者。因此，所有红头发的人都必须是优秀的舞者根据我的经验
0,金发女郎为什么过马路？因为她看到了一场鞋子大甩卖！
0,哪一种修辞谬误是基于性别、种族、种族或政治、社会、职业或宗教团体对人们的广泛陈述？
0,我邻居的猫攻击了我，所以所有的猫都是邪恶的。
0,有时流感疫苗不起作用，因此疫苗是无用的。
0,我看到两个女人出了车祸。因此，所有女性都是坏司机
0,我看到那条狗吃鸡，所以所有的狗只能吃鸡。
0,我妈妈说大多数来自法国的游客都很粗鲁。前几天她不得不等一个，这位女士把她的煎饼扔在地上，因为它们不够大。
0,我的朋友说她的数学课很难，我现在上的数学课也很难。所有的数学课一定很难！
0,今天学校里发生了一场斗殴。暴力是学校中日益严重的问题。
0,我们应该进去；上次云这么黑的时候，发生了龙卷风。
0,我姑姑因为没有系安全带在医院住了6周。
0,我的老师告诉我们，她通过艰苦的方式学会了拖延是一种坏习惯！
0,我早上锻炼，因为这对我的朋友有效。
0,“一些高个子最近破坏了公园。高个子太不负责任了。”
0,一些学生行为不端……因此整个班级都很糟糕。
0,一个班有三个孩子没有通过简·爱测验，我想其他所有的班也都不会通过。
0,吉娃娃在狗里面很好。德国牧羊犬是狗；因此，德国牧羊犬也会成为狗的好朋友。
0,女孩们不应该被允许参加学校足球队的踢球比赛，因为女孩们运动能力不强。
0,一些暑假参加家教的学生不是很聪明。自从贝丝参加了暑期辅导，她不是一个很好的学生。
0,所有的学生都是好的，所有的小丑都是坏的。
0,尽管人们说我们会表现得很好；我们知道他们不会表现得很好。
0,我的父母是素食主义者，他们是好人。因此，所有素食者都必须是好人。
0,那个德国人弗雷德偷了我的钱包。所有德国人都是小偷。
0,气象学家预测了5月份的降雨量，显然气象学家是不可靠的。
0,我第一天的篮球练习很容易，所以它永远都很容易。
0,我第一次见到卡萨尔先生的成绩很差，所以今年他的课不会很好。
0,我第一次遛狗很糟糕，所以我的狗很糟糕。
0,我第一次去六旗是很棒的，所以每次去都会很棒。
0,几乎所有和我交谈过的学生都说他们不喜欢这位参议员。我确信他将在周二的选举中失利。
0,“选择自由是一种重要的自由。学生应该有自由选择不同类型的软饮料。”
0,在我听了我最喜欢的音乐家的新黑胶唱片的第一首歌之后，我知道我会讨厌整张唱片，所以我把它改成了飞盘。
0,如果我去购物中心调查了3个人，这些意见就不能代表城市居民的意见。
0,我的车昨天坏了。汽车一文不值。
0,他一生都在抽烟，而且没有肺癌。因此，吸烟不会导致肺癌。
0,“金发女郎比其他发色的人更聪明。”
0,“你今晚迟到了。你一定在作弊！”
0,萨拉在为她的校服辩论主题做研究时发现，当地一所小学的调查显示，72%的一年级学生想要校服。她以此作为证据，支持所有高中都应该穿校服。
0,“我的室友说她的辩论课很难，我现在上的辩论课也很难。所有的辩论课都很难！”
0,杰克是个好运动员。杰克来自加拿大。因此，所有加拿大人都是好运动员。
0,禁毒战争给罪犯灌输了恐惧，从而可以阻止菲律宾的犯罪。
0,我的室友说她的哲学课很难，我现在上的这门课也很难。所有哲学课都必须很难。
0,在我读过的两起谋杀案中，地方检察官都是罪魁祸首。所有的推理作家都喜欢把律师塑造成反派。
0,澳大利亚人弗雷德偷了我的钱包。因此，所有澳大利亚人都是小偷。
0,我问了我的六个朋友，他们对新的开支限制有什么看法，他们一致认为这是一个好主意。因此，新的限制措施普遍受到欢迎。
0,因为3月份纽约市的病例急剧增加，所以我们有理由关闭整个国家。
0,“所有跑车司机都太咄咄逼人了！”
0,所有大学必修课程都很枯燥。
0,幸福的家庭造就幸福的孩子。
0,澳大利亚人弗雷德偷了我的钱包。所有澳大利亚人都是小偷！
0,科幻小说不值得花时间阅读。
0,我们的一位客户在将所有登录页面文本更改为鲜红色后，转换率翻倍。因此，将所有文本更改为红色是一种行之有效的翻倍转换方法。
0,我妹妹喜欢购物，所以所有的女孩都喜欢购物。
0,从错误中吸取教训的人不会重蹈覆辙。
0,所有女人关心的都是她们的容貌。
0,亚洲人是糟糕的运动员，但在数学奥林匹克竞赛中表现出色。
0,艺术提升了人类的精神。
0,白人不会跳。不，真的，他们不能！
0,没有人认为无家可归是件好事。
0,每个人心中都渴望自由。
0,你可以看出那家伙是墨西哥人——他戴着帽带。
0,忏悔对心灵有益。
0,我的祖父是一个典型的爱尔兰人——友善、外向，一半时间都喝醉了。
0,我认识三个脾气很坏的红发女郎，因为安娜贝尔有一头红发，我敢打赌她脾气也很坏。
0,最高法院法官拜伦·怀特（Byron White）在大学时是一名全美橄榄球运动员，所以你怎么能说运动员是哑巴？
0,彼得牧师：到处都有人向上帝求助！我采访的10个人中有9个人表示他们与耶稣基督有私人关系。弗雷德：你在哪里找到你采访的这些人？彼得牧师：在我的教堂里。
0,“她在Instagram上的最后一张照片中穿着牛仔靴，所以她一定很喜欢乡村音乐。”
0,“大楼关闭了。我看到两个人站在门外。”
0,当您的数据太少或不具代表性，无法提出索赔时。
0,“我问了我的五个最亲密的朋友，他们都同意新的水下编织队教练是个混蛋，所以我不会为球队尝试”
0,气象学家预测了5月份的降雨量。显然，气象学家是不可靠的。
0,“我认识的美国人说，他们之所以当选新总统，是因为他们厌倦了把工作送到海外。这个工作问题让这位总统上任。”
0,“阿曼医院对三名来自阿布扎比的患者进行了检测，发现他们患有该病。他们立即禁止所有来自阿布扎比的人进入医院。”
0,我父亲从十四岁起每天抽四包烟，一直活到六十九岁。因此，吸烟对你真的没有那么坏。
0,我六年级班的学生听了很多雷鬼音乐。当他们在NoRedInk工作时戴上耳机或耳机时，我通常会听到雷鬼音乐。所有六年级的学生都必须听雷鬼音乐。
0,三名国会代表有外遇。国会议员是通奸者。
0,“男人们乱七八糟、不干净，但他们真的很努力。”
0,“乘务员是最友善的人。我应该知道，我坐了两次航班。”
0,“每个人都喜欢看电影。”
0,我知道我们的电视广告比广播更有效。数字显示，我们用电视吸引了两倍的观众，我们的焦点群体对电视广告的记忆比广播时段多38%。
0,大多数美国人相信上帝吗？为了找到答案，我们询问了美国各地高校的10000多名科学家。不到40%的人说他们相信上帝。结论很明显：大多数美国人不再相信上帝。
0,Miller Lite是便宜的啤酒，所以吉尼斯也会便宜
0,民主党人是同性恋，共和党人是富人。
0,现在的人们只凭自己的情绪而不是大脑投票。
0,尽管这只是第一天，但我可以看出这将是一门枯燥的课程。
0,我永远不会买别克。我父亲拥有其中两个，两个都有频繁的传播问题。别克显然总是出故障。
0,每个人都反对儿童色情制品。我在家长会上问了史密斯太太和琼斯先生，他们肯定反对。
0,杰森说，这一切都很酷，但他的祖父每天抽30支烟，一直活到97岁，所以不要相信你读到的关于方法学上可靠的研究的元分析，这些研究表明了已证实的因果关系。
0,这项新的测试看起来很有希望，但支持其有效性的3项研究结果证明存在严重的方法缺陷，因此该测试可能是无效的。
0,所有知更鸟的胸部都是红色的
0,男人不哭
0,我知道鬼是存在的。我的朋友是一个非常可靠的人，他在很多场合见过鬼。
0,萨姆正在缅因州的家乡骑自行车，专心于自己的事业。一辆旅行车在她身后驶来，司机开始按喇叭，然后试图迫使她离开道路。当他经过时，司机大喊“到你该去的人行道上去！”山姆看到这辆车上有俄亥俄州的车牌，并断定所有俄亥俄州的司机都是混蛋。
0,比尔：“你知道，那些女权主义者都讨厌男人。”乔：“真的吗？”比尔：“是的。前几天我在上哲学课，那个瑞秋小妞做了一个演讲。”乔：“哪个瑞秋？”比尔：“你知道她。她是妇女中心女权主义团体的负责人。她说男人都是性别歧视的猪。我问她为什么相信这一点，她说她最后几个男朋友都是真正的性别歧视猪。”比尔：“她说她见过很多男人，知道我们都是猪。她显然讨厌所有男人。”乔：“所以你认为所有女权主义者都像她吗？”比尔：“当然。他们都讨厌男人。”
0,锻炼是有益的。因此，每个人都应该锻炼。”“我同意，”波利认真地说，“我的意思是锻炼很好。我的意思就是锻炼身体和一切。”
0,他说，每个人都明白，纽约市的价值观是社会自由、支持堕胎和支持同性恋婚姻关注金钱和媒体。
0,我从来没有故意听过尼尔·杨的唱片，因为它们听起来都像是有人勒死了一只猫（不是吗？）。
0,那是哈佛广场的一个下雨天，所以从马萨诸塞大道到奥本山街的中庭步行交通比太阳出来的时候还要拥挤。很多人都带着雨伞，大多数人都把雨伞卷在里面。我一直认为，在哈佛附近的剑桥，可能是世界上人均雨伞最多的地方。下雪时人们用它们。在我的童年时代，在怀俄明州的拉拉米，我们曾经认为带伞的人是娘娘腔。
0,三名国会代表有外遇。因此，国会议员是通奸者。
0,一个环保组织非法阻止了一家核电站的伐木工人和工人。因此，环保主义者是将法律掌握在自己手中的激进分子。
0,法国人擅长接吻。朱莉是法国人。给我一个约会！
0,无神论者在道德上破产了。
0,根据对1000名美国房主的调查，99%的受调查者拥有两辆或两辆以上的汽车，平均每辆价值10万美元。因此，美国人非常富有。
0,彼得牧师：到处都有人向上帝求助！我采访的10个人中有9个人表示他们与耶稣基督有私人关系。弗雷德：你在哪里找到你采访的这些人？彼得牧师：在我的教堂里。
0,我父亲从十四岁起每天抽四包烟，一直活到六十九岁。因此，吸烟对你真的没有那么坏。
0,五分之四的牙医推荐Happy Glossy Smiley牙膏品牌。因此，它一定很棒。
0,妻子：我们应该买房子吗?丈夫：房地产经纪人没有说任何问题，所以我相信一切都很好。让我们开始吧
0,时间已经晚了，我们还得决定学校的预算。你觉得我们就这样吧，我们可以就此结束了吗？
0,法国人擅长接吻。朱莉是法国人。给我一个约会！
0,我妈妈一直告诉我，吃鱼后不要喝牛奶，因为她认识一个朋友，他在一起喝牛奶和吃鱼后皮肤出现了补丁。此外，许多其他人也告诉过我同样的事情，所以这一定是真的。
0,如果我们这个月再使用一罐发胶，我们所知道的地球将不复存在。
0,老师：如果我很快让你去洗手间，每个人都会想去洗手。
0,如果我不上这门美育课，那么我就考不好。如果我美育课考得不好，那么我无法进入一所好大学。如果我考不上好大学，我就永远找不到好工作。如果我找不到一份好工作，那么我将不得不永远住在父母的地下室。我想我会报名参加A.P.课程。
0,我们需要停止允许大学每年增加学费。下一件事我们知道，上一个学期的大学要比买一个新家花费更多！
0,如果你打破饮食习惯，今晚吃一块饼干，你明天只想吃10块饼干，不知不觉，你已经瘦了15磅。
0,如果你允许一名学生参加在线课程，那么很快就会有人愿意参加，学校就会空无一人。
0,你不应该赌博。一旦你开始赌博，你就会发现很难停止。很快你就会把所有的钱都花在赌博上，最终你会转向犯罪来支撑你的收入。
0,如果你不学习，你的考试就会不及格。然后你会在课堂上表现很差，你的GPA也会下降。你不会考上一所好大学，所以你永远找不到一份体面的工作，最后你会变得贫穷和无家可归。
0,我们不能冻结学年，因为那样学生就不能按时毕业。接下来，你知道大多数人将失业，并将诉诸犯罪。犯罪率将飙升，社会将崩溃。
0,如果我不上AP课，那么我就考不好。如果我AP考试考不好，那么我将考不上好大学。如果我考不上好大学，我就永远找不到好工作。如果我找不到一份好工作，那么我将不得不永远住在父母的地下室。我想我会报名参加AP课程。。。
0,昨天你迟到了5分钟，今天迟到了10分钟，明天你甚至都不会出现！
0,哈比今天早上不记得倒垃圾了。它会堆积起来，邻居会抱怨，卫生检查员会来带走孩子。
0,“我们必须阻止他们禁止诗歌。一旦他们开始禁止一种形式的文学，他们就永远不会停止。接下来，你知道，他们会烧掉所有的书！”阿马尔问道。
0,如果我们允许我们14岁的孩子今晚第一次约会，接下来会发生什么？孩子们，婚礼？
0,如果你没有通过这次测验，你将获得低分。这将影响你在成绩册上的成绩，你将不及格。你不会高中毕业。你不会得到一份好工作。
0,如果你不让孩子接触细菌，他永远不会生病。因此，他永远不会建立自己的免疫系统来对抗疾病。他将长大成为一个多病的成年人。
0,我妈妈总是告诉我，如果我在冬天刚洗完澡就出门，我会感染肺炎。
0,今天晚了十分钟，明天晚了一个小时，然后有一天你就不再出现了。
0,每个人都喜欢丽贝卡，因为她很受欢迎。
0,“如果美国不向叙利亚叛军提供武器，他们将无法自卫对抗他们的交战独裁者。他们将失去内战，独裁者将压迫他们，因此苏联将在整个中东地区开辟势力范围。
0,当杰夫的妈妈发现他有一天逃课时，她很担心。她告诉他，她担心因为他跳过了一节课，他会开始更频繁地跳过。然后，他将彻底辍学，永远不会毕业或上大学，最终失业并在家里度过余生。杰夫的妈妈犯了什么错误？
0,“如果我们禁止悍马，因为它们对环境有害，那么最终政府将禁止所有汽车；因此，我们不应该禁止悍马。”
0,如果你每天不早起，你就会迟到。你越迟到，麻烦就越大。你陷入的麻烦越多，你最终会失去工作，你的家人也会挨饿。（这是…的一个例子）
0,如果我们因为手机对青少年有害而禁止手机，那么政府将禁止所有iPod，最终也将禁止所有电子游戏。
0,得出结论，因为A发生了，所以B、C、D、E、F、G、H、I、J、K、L…将不可避免地发生。
0,如果我们允许学生使用手机，将导致教室混乱。如果我们教室里乱七八糟的话，学生们将无法学习。如果他们不学习，他们的生活将永远毁了！
0,允许客人在宿舍过夜只会带来麻烦：乱交、青少年怀孕，最后还有一群未婚妈妈在校园里，一边抚养孩子一边努力完成学位。
0,使用笔记本电脑和其他设备代替教室里的书籍最终会导致印刷和出版公司倒闭，导致许多人失业。因此，学校应该坚持使用印刷书籍作为学习材料。
0,这一谬论表明，如果没有足够的证据证明这一点，那么可能会出现不太可能或荒谬的结果。
0,“我们的星球将被摧毁！人们正在制造太多的废物，气温将继续上升，自然灾害将更加频繁，动物将饿死，地球将基本变成金星！”
0,如果你允许学生重做这项测试，他们将希望重做今年剩余时间的每一项作业。
0,别让你的孩子在除夕夜熬夜到午夜。在你意识到之前，他们会要求每晚熬夜到午夜。
0,如果我在高中没有上正确的课，那么我就无法进入一所好的大学。如果我考不上好大学，我就找不到工作。如果我找不到工作，我就会无家可归。
0,如果我不参加这门进修课，那么我的考试就不会好。如果我的进修课考得不好，那么我就无法进入一所好大学。如果我考不上好大学，我就永远找不到好工作。如果我找不到一份好工作，那么我将不得不永远住在父母的地下室。我想我会报名参加A.P.课程
0,如果你打破饮食习惯，今晚吃一块饼干，你明天只想吃10块饼干，不知不觉，你已经瘦了15磅。
0,“如果我们让青少年穿他们想穿的衣服上学，他们将不再遵守规则，学习成绩将下降。”
0,如果我们让这个孩子迟到了，就没有理由再为任何事情设定最后期限了！
0,“如果我们禁止悍马，因为它们对环境有害，最终政府将禁止所有汽车，所以我们不应该禁止悍马。”
0,如果我们让你哥哥留下来，我们就得让你全家留下来。
0,老师：如果我很快让你去洗手间，每个人都会想去洗手。
0,如果我们禁止悍马，因为它们对环境有害，最终政府将禁止所有汽车，所以我们不应该禁止悍马。
0,当詹姆斯的妈妈发现他有一天逃课时，她很担心。她告诉他，她担心因为他跳过了一节课，他会开始更频繁地跳过。然后，他将彻底辍学，永远不会毕业或上大学，最终失业并在家里度过余生。詹姆斯的妈妈犯了什么错误？
0,如果你允许学生重做这一次考试，他们会一直想重做未来的所有考试
0,如果我们让政府在罪犯身上植入追踪装置，那就不会止步于此！他们会想跟踪我们的工作，我们的学校孩子，最后是每个人！
0,“很明显，我的AP声乐考试不及格了，我将不及格。然后我就不会上大学，也永远找不到工作。我的余生将不得不住在父母的地下室。我的生活被毁掉了”
0,以下是…的示例。
0,如果你不学习，你的考试就会不及格。然后你会在课堂上表现很差，你的GPA也会下降。你考不上好大学，所以你永远找不到体面的工作，最后你会无家可归。
0,如果我们不让孩子们享受课间休息，最终他们将永远不想保护自然。
0,“如果你不带铅笔来上课……你会在生活中伤心和孤独。”
0,如果我们允许在阳光湖上建造一个住房开发项目，那么接下来就会有一个度假村，很快我们就不会有任何荒野了！
0,如果你投票给她，我们所知道的政府将会分崩离析。
0,“如果你不取消有线电视，那么……，然后……，你会在沟里醒来。”
0,“如果你撒谎，你会被关进监狱。”。
0,布拉德的母亲问他为什么不参加学校的演出。他回答道：“因为如果汤姆得到了男主角，他总是这样做，那么我就只会在合唱团，如果我只是在合唱团的话，就不值得在剧中演出了。”这是哪个逻辑谬误的一个例子？
0,我们必须停止学费上涨！你知道的下一件事，他们将收取每学期40000美元的费用！
0,“昨天，你迟到了十分钟。今天你迟到了一个小时。你知道有一天，你会停止露面的。”
0,如果你不吃早餐，你会懒洋洋地躺在桌子上。如果你懒洋洋地躺在桌子上，你会伤到背部的。如果你伤了背，你永远不会成为总统。
0,“我们不能允许学生因成绩而获得报酬，因为下一件事你知道，他们只会因为早上醒来而获得报酬。”
0,如果我们教安东尼如何驾驶汽车，他接下来会想学习如何驾驶直升机！
0,如果我今天吃这个甜甜圈，我可能会在明天和第二天再吃一次，然后我就再也吃不健康了。
0,“我在为测验学习与否之间左右为难。但是，我知道，如果我不为测验学习，我会失败。如果我没有通过测验，我会在班上获得D。如果我获得D，它会降低我的平均成绩。如果我的平均分降低，我就不能踢足球。如果我不能踢足球，我就得不到奖学金。没有奖学金，就没有大学。没有大学，就没有生活！”
0,如果我不上AP课，那么我就考不好。如果我AP考试考得不好，那么我无法进入一所好大学。如果我考不上好大学，我就永远找不到好工作。如果我找不到一份好工作，那么我将不得不永远住在父母的地下室。我想我会报名参加AP课程。
0,如果你不去参加聚会，那么没有你，你的朋友会很开心。如果你的朋友在没有你的情况下玩得很开心，那么他们会停止邀请你去玩有趣的事情。如果你的朋友不再邀请你参加有趣的活动，你将没有社交生活。因此，如果你不参加这个聚会，那么你就没有社交生活了。
0,由于缺少钉子，鞋子丢了。因为缺少鞋子，马丢了。因为缺少一匹马，骑手迷失了方向。由于缺少骑手，战斗失败了。由于缺乏战斗，王国失守了。而这一切都是因为缺少一颗钉子。中世纪谚语“因为缺少指甲”
0,如果斯蒂德曼先生给我们布置家庭作业，那么我就不能在其他班上做其他作业了。然后我的老师会生气，让我生气。然后我的愤怒会导致行为问题，我会被停职。
0,如果我没有完成这项5分的作业，那么我的成绩就会落后，并且会得到支持，这样我就无法完成其他作业。那我就不及格，过上犯罪的生活。
0,“一旦你离开家，你就不能回去了。你将得不到任何经济支持，所以你需要停止上学。你的信用卡将被削减，因此你需要工作。你将独自生活。”
0,“主题：人们应该让他们的猫出去吗？“DEBATE：“人们应该让他们的猫出去。出去会让猫得到更多的锻炼。“但是如果你让猫出去，那么它们会猎杀附近所有的鸟。如果你让它们猎杀所有的鸟，那么知更鸟就会灭绝。”
0,如果我不上AP课，那么我的AP考试就不会好。如果我的AP考得不好，那么我就无法进入一所好大学。如果我考不上好大学，那么我就找不到好工作。如果我找不到一份好工作，我就只能永远住在父母的地下室。我想我会报名参加AP课程。
0,“你的教练的政策是，如果任何人错过了训练，就不能在比赛日成为首发球员。所以，如果你错过了今天的篮球训练，你就不能在周五的比赛中成为首发。那么，你就不会是我们学校第一个参加校队篮球队首发的新生。”
0,“不！别吃那块巧克力。今天是一块巧克力，但明天，你就胖了20磅！”
0,“你永远不能让任何人休息。如果你休息了，他们会把你踩得遍体鳞伤。”
0,别让你表哥借10.00美元。接下来，他每天都会向你借钱。
0,如果我们禁止悍马，因为它们对环境有害，最终政府将禁止所有汽车，所以我们不应该禁止悍马。
0,如果我们让孩子离开房间，他最终会想离开家，最后会流落街头。如果他在街上走来走去，那么他会被一个陌生人抓住，然后在世界上的一个偏远地区被卖为奴隶。
